inst_origen,inst_destino,soporte_total,n_pares_servicio,peso,frac_prom_ponderada
ACEPTA.COM S.A.,CONSEJO NACIONAL DE LA CULTURA Y LAS ARTES,1062,1,981.0,0.923728813559322
DIRECCION GENERAL DE MOVILIZACION NACIONAL,DOCDIGITAL,1062,1,925.0,0.8709981167608286
SUBSECRETARIA DE EVALUACION SOCIAL,ILUSTRE MUNICIPALIDAD DE PENALOLEN,1055,1,901.0,0.8540284360189574
CONTRALORIA GENERAL DE LA REPUBLICA,CAJA DE PREVISION DE LA DEFENSA NACIONAL,1053,1,1022.0,0.9705603038936372
SUPERINTENDENCIA DE SALUD,SUBSECRETARIA DE PREVISION SOCIAL,1052,1,1026.0,0.9752851711026616
SUBSECRETARIA DE EDUCACION,SUPERINTENDENCIA DE EDUCACION,1038,1,945.0,0.9104046242774566
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",DIRECCION DE CONTABILIDAD Y FINANZAS,1037,1,894.0,0.8621022179363549
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",SERVICIO DE SALUD COQUIMBO,1036,1,930.0,0.8976833976833977
SUBSECRETARIA DE SALUD PUBLICA,CAJA DE PREVISION DE LA DEFENSA NACIONAL,1032,1,1003.0000000000001,0.9718992248062016
CONTRALORIA GENERAL DE LA REPUBLICA,CORPORACION NACIONAL DE DESARROLLO INDIGENA,1030,1,927.9999999999999,0.9009708737864076
DIRECCION DEL TRABAJO,DOCDIGITAL,1029,1,915.0,0.8892128279883382
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,AFP UNO,1028,1,1018.9999999999999,0.9912451361867703
MINISTERIO DE DESARROLLO SOCIAL,INSTITUTO NACIONAL DE DERECHOS HUMANOS,1027,1,901.0,0.8773125608568647
ACEPTA.COM S.A.,MINISTERIO DEL INTERIOR,1026,1,944.9999999999999,0.9210526315789472
CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,SUBSECRETARIA DE TELECOMUNICACIONES,1023,1,911.0,0.8905180840664711
SUBSECRETARIA DE JUSTICIA,SUBSECRETARIA DE EDUCACION,1018,1,1006.9999999999999,0.9891944990176816
ACEPTA.COM S.A.,SERVICIO NACIONAL DEL ADULTO MAYOR,1011,1,896.0,0.8862512363996043
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,SUBSECRETARIA DE PREVISION SOCIAL,1004,1,977.9999999999999,0.9741035856573704
PODER JUDICIAL,UNIDAD DE ANALISIS FINANCIERO,1001,1,955.0,0.954045954045954
SERVICIO NACIONAL DE LA DISCAPACIDAD,MINISTERIO PUBLICO,996,1,868.0,0.8714859437751004
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,MUNICIPALIDAD DE COLINA,987,1,985.0,0.9979736575481256
INSTITUTO DE PREVISION SOCIAL,DOCDIGITAL,986,1,986.0,1.0
CONTRALORIA,AGENCIA NACIONAL DE CIBERSEGURIDAD,985,1,852.0,0.86497461928934
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SERVICIO DE SALUD TARAPACA,983,1,836.0,0.8504577822990844
SERVICIO AGRICOLA Y GANADERO,SECRETARIA DEL INTERIOR,983,1,857.0,0.8718209562563581
COMISION PARA EL MERCADO FINANCIERO,DIRECCION DEL TRABAJO,982,1,882.0,0.8981670061099797
ACEPTA.COM S.A.,HOSPITAL BASE VALDIVIA,978,1,851.0,0.8701431492842536
SERVICIO NACIONAL DE LA DISCAPACIDAD,SUBSECRETARIA DE EVALUACION SOCIAL,978,1,915.0,0.9355828220858896
TESORERIA GENERAL DE LA REPUBLICA,AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,977,1,968.0,0.9907881269191402
TESORERIA GENERAL DE LA REPUBLICA,MUNICIPALIDAD DE VALDIVIA,973,1,881.9999999999999,0.9064748201438848
COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,PODER JUDICIAL,968,1,878.0,0.9070247933884298
SUBSECRETARIA DE EVALUACION SOCIAL,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,965,1,838.0,0.8683937823834197
SERVICIO DE COOPERACION TECNICA,ILUSTRE MUNICIPALIDAD DE PENALOLEN,963,1,851.0,0.8836967808930426
ACEPTA.COM S.A.,SUBSECRETARIA DE HACIENDA,959,1,854.0,0.8905109489051095
ACEPTA.COM S.A.,MUNICIPALIDAD DE COQUIMBO,958,1,916.0,0.9561586638830898
SANIDAD NAVAL DE LA ARMADA DE CHILE,MINISTERIO PUBLICO,958,1,885.0,0.9237995824634656
SUBSECRETARIA DE EDUCACION,MINISTERIO DE SALUD,958,1,878.9999999999999,0.917536534446764
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,MUNICIPALIDAD DE COLINA,955,1,841.0,0.8806282722513089
SUBSECRETARIA DE EDUCACION,DIRECCION GENERAL DE MOVILIZACION NACIONAL,952,1,903.0,0.9485294117647058
SUBSECRETARIA DE TELECOMUNICACIONES,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,952,1,894.9999999999999,0.940126050420168
MUNICIPALIDAD DE PUERTO MONTT,SUBSECRETARIA DE TRANSPORTES,949,1,820.0,0.8640674394099052
MINISTERIO DE EDUCACION,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,947,1,827.0,0.8732840549102429
SUBSECRETARIA DE TELECOMUNICACIONES,DIRECCION GENERAL DE MOVILIZACION NACIONAL,942,1,875.9999999999999,0.929936305732484
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,MUNICIPALIDAD DE RECOLETA,939,1,865.9999999999999,0.9222577209797655
SERVICIO AGRICOLA Y GANADERO,SUBSECRETARIA DE BIENES NACIONALES,937,1,937.0,1.0
DIRECCION GENERAL DE MOVILIZACION NACIONAL,EJERCITO DE CHILE,936,1,868.0,0.9273504273504274
INSTITUTO NACIONAL DE PROPIEDAD INDUSTRIAL,COMISION PARA EL MERCADO FINANCIERO,934,1,807.0,0.8640256959314775
SERVICIO AGRICOLA Y GANADERO,DIRECCION DE CONTABILIDAD Y FINANZAS,933,1,816.0,0.8745980707395499
SUBSECRETARIA GENERAL DE LA PRESIDENCIA,AFP UNO,932,1,846.0,0.907725321888412
SUBSECRETARIA DE PREVENCION DEL DELITO,SUBSECRETARIA DE REDES ASISTENCIALES,929,1,843.0,0.907427341227126
ACEPTA.COM S.A.,HOSPITAL REGIONAL DE ARICA Y PARINACOTA DR. JUAN NOE CREVANI,925,1,792.0,0.8562162162162162
SERVICIO CIVIL,AFP CUPRUM,924,1,790.0,0.854978354978355
TESORERIA GENERAL DE LA REPUBLICA,SUBSECRETARIA DE TELECOMUNICACIONES,922,1,889.0,0.9642082429501084
MINISTERIO DE EDUCACION,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,919,1,811.0,0.8824809575625681
SERVICIO AGRICOLA Y GANADERO,MUNICIPALIDAD DE COQUIMBO,918,1,813.0,0.8856209150326797
SERVICIO DE COOPERACION TECNICA,MUNICIPALIDAD DE COLINA,916,1,802.0,0.8755458515283843
SUBSECRETARIA DE EDUCACION,CAJA DE PREVISION DE LA DEFENSA NACIONAL,913,1,814.0,0.891566265060241
DIRECCION DEL TRABAJO,AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,911,1,888.0000000000001,0.9747530186608124
FONDO NACIONAL DE SALUD,SERVICIO ELECTORAL,909,1,885.0,0.9735973597359736
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",SUBSECRETARIA DEL TRABAJO,908,1,841.0,0.9262114537444934
SUPERINTENDENCIA DE SEGURIDAD SOCIAL,DOCDIGITAL,907,1,800.0,0.8820286659316428
FONDO NACIONAL DE SALUD,MUNICIPALIDAD DE RECOLETA,906,1,778.0,0.8587196467991169
SUBSECRETARIA DE REDES ASISTENCIALES,SUBSECRETARIA DE SALUD PUBLICA,906,1,888.0,0.9801324503311258
CONTRALORIA GENERAL DE LA REPUBLICA,SUBSECRETARIA DE HACIENDA,905,1,816.9999999999999,0.9027624309392264
SERVICIO AGRICOLA Y GANADERO,MUNICIPALIDAD DE SANTIAGO,900,1,776.0,0.8622222222222222
SUBSECRETARIA GENERAL DE LA PRESIDENCIA,PODER JUDICIAL,899,1,774.0,0.8609566184649611
CAJA DE PREVISION DE LA DEFENSA NACIONAL,SERVICIO SALUD ARAUCANIA SUR,898,1,774.0,0.8619153674832962
SUBSECRETARIA DE SALUD PUBLICA,MUNICIPALIDAD DE SAN CLEMENTE,891,1,804.9999999999999,0.90347923681257
SUBSECRETARIA DE TELECOMUNICACIONES,SUPERINTENDENCIA DE ELECTRICIDAD Y COMBUSTIBLES,889,1,825.0000000000001,0.9280089988751408
FONDO NACIONAL DE SALUD,FUERZA AEREA DE CHILE,888,1,806.0,0.9076576576576577
MINISTERIO DE EDUCACION,SUBSECRETARIA DE EVALUACION SOCIAL,887,1,801.0,0.90304396843292
SUBSECRETARIA DE REDES ASISTENCIALES,FONDO NACIONAL DE SALUD,887,1,768.0,0.8658399098083427
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,AFP MODELO,883,1,861.0000000000001,0.9750849377123444
FONDO NACIONAL DE SALUD,DIRECCION DE CONTABILIDAD Y FINANZAS,883,1,822.9999999999999,0.9320498301245752
PODER JUDICIAL,SUBSECRETARIA DE SALUD PUBLICA,881,1,834.0,0.9466515323496028
SECRETARIA DE GOBIERNO DIGITAL,INSTITUTO DE PREVISION SOCIAL,880,1,759.0,0.8625
SERVICIO DE IMPUESTOS INTERNOS,ADMINISTRADORA DE FONDOS DE CESANTIA,880,1,748.0,0.85
SUBSECRETARIA DE EVALUACION SOCIAL,JUNTA NACIONAL DE JARDINES INFANTILES,880,1,760.0,0.8636363636363636
ACEPTA.COM S.A.,SUBSECRETARIA DE PREVENCION DEL DELITO,879,1,879.0,1.0
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,MUNICIPALIDAD DE VALDIVIA,878,1,775.0,0.8826879271070615
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",SERVICIO ELECTORAL,877,1,788.0,0.8985176738882554
SUBSECRETARIA DE EDUCACION,DEFENSORIA PENAL PUBLICA,877,1,814.0,0.928164196123147
DEFENSORIA PENAL PUBLICA,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,876,1,752.0,0.8584474885844748
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,CAJA DE PREVISION DE LA DEFENSA NACIONAL,876,1,876.0,1.0
SECRETARIA DE GOBIERNO DIGITAL,MUNICIPALIDAD DE OSORNO,876,1,766.0,0.8744292237442922
SUBSECRETARIA DE REDES ASISTENCIALES,JUNTA NACIONAL DE JARDINES INFANTILES,876,1,807.0,0.9212328767123288
SUBSECRETARIA DE REDES ASISTENCIALES,SUBSECRETARIA DE HACIENDA,876,1,846.0,0.9657534246575342
SERVICIO AGRICOLA Y GANADERO,JUNTA NACIONAL DE JARDINES INFANTILES,875,1,808.0,0.9234285714285714
SUPERINTENDENCIA DE SALUD,CAJA DE PREVISION DE LA DEFENSA NACIONAL,869,1,831.9999999999999,0.957422324510932
CONTRALORIA GENERAL DE LA REPUBLICA,INSTITUTO DE SEGURIDAD LABORAL,861,1,764.0,0.8873403019744484
CONTRALORIA GENERAL DE LA REPUBLICA,MINISTERIO DE DESARROLLO SOCIAL,859,1,749.0,0.8719441210710128
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,SUBSECRETARIA DE EDUCACION,859,1,740.0,0.8614668218859138
ACEPTA.COM S.A.,DIRECCION DE CONTABILIDAD Y FINANZAS,858,1,784.0,0.9137529137529138
CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,SUBSECRETARIA DE TRANSPORTES,854,1,749.0,0.8770491803278688
SERVICIO ELECTORAL,MUNICIPALIDAD DE SAN CLEMENTE,851,1,725.0,0.8519388954171563
SUPERINTENDENCIA DE SEGURIDAD SOCIAL,SUBSECRETARIA DE TRANSPORTES,846,1,724.0,0.8557919621749409
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,SUBSECRETARIA DE REDES ASISTENCIALES,845,1,795.0000000000001,0.940828402366864
ACEPTA.COM S.A.,MUNICIPALIDAD DE RECOLETA,843,1,836.0,0.9916963226571768
SUBSECRETARIA DE OBRAS PUBLICAS,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,843,1,780.9999999999999,0.926453143534994
ACEPTA.COM S.A.,SECRETARIA DEL INTERIOR,841,1,758.0,0.901307966706302
SERVICIO DE REGISTRO CIVIL E IDENTIFICACION,DIRECCION GENERAL DE AERONAUTICA CIVIL,841,1,770.0,0.915576694411415
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,DIRECCION DE EDUCACION PUBLICA,840,1,796.0,0.9476190476190476
MINISTERIO PUBLICO,SUBSECRETARIA DE SALUD PUBLICA,840,1,755.0,0.8988095238095238
SERVICIO DE REGISTRO CIVIL E IDENTIFICACION,MUNICIPALIDAD DE VALLENAR,840,1,756.0,0.9
SECRETARIA DE GOBIERNO DIGITAL,DIRECCION DEL TRABAJO,839,1,714.0,0.8510131108462455
SUBSECRETARIA DE TRANSPORTES,MINISTERIO PUBLICO,837,1,727.0,0.8685782556750299
SECRETARIA DE GOBIERNO DIGITAL,SERVICIO SALUD ARAUCANIA SUR,836,1,719.0,0.8600478468899522
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",SERVICIO LOCAL DE EDUCACION PUBLICA DE CHINCHORRO,835,1,772.0,0.9245508982035928
DIRECCION GENERAL DEL TERRITORIO MARITIMO Y MARINA MERCANTE,CAJA DE PREVISION DE LA DEFENSA NACIONAL,834,1,818.0,0.9808153477218226
SERVICIO AGRICOLA Y GANADERO,AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,834,1,834.0,1.0
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,SERVICIO DE IMPUESTOS INTERNOS,832,1,759.0,0.9122596153846154
SUBSECRETARIA DEL TRABAJO,SUBSECRETARIA DE PREVISION SOCIAL,832,1,814.0,0.9783653846153846
SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,MINISTERIO PUBLICO,829,1,760.0,0.916767189384801
INSTITUTO NACIONAL DE PROPIEDAD INDUSTRIAL,SECRETARIA DE GOBIERNO DIGITAL,825,1,729.0,0.8836363636363637
CERTINET S.A.,SUBSECRETARIA DE JUSTICIA,824,1,757.0000000000001,0.9186893203883496
SUPERINTENDENCIA DE SALUD,AGENCIA NACIONAL DE CIBERSEGURIDAD,824,1,701.0,0.8507281553398058
DIRECCION DEL TRABAJO,MUNICIPALIDAD DE SAN CLEMENTE,820,1,709.0,0.8646341463414634
SERVICIO AGRICOLA Y GANADERO,SUPERINTENDENCIA DE INSOLVENCIA Y REEMPRENDIMIENTO,820,1,711.0,0.8670731707317073
CONTRALORIA GENERAL DE LA REPUBLICA,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,819,1,746.9999999999999,0.912087912087912
MINISTERIO DE DESARROLLO SOCIAL,PARQUE METROPOLITANO DE SANTIAGO,818,1,705.0,0.8618581907090465
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,FUERZA AEREA DE CHILE,817,1,700.0,0.8567931456548348
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SERVICIO DE IMPUESTOS INTERNOS,817,1,706.0,0.8641370869033048
COMISION PARA EL MERCADO FINANCIERO,MUNICIPALIDAD DE OSORNO,816,1,717.0,0.8786764705882353
FONDO NACIONAL DE SALUD,MUNICIPALIDAD DE OSORNO,815,1,796.0,0.9766871165644172
TESORERIA GENERAL DE LA REPUBLICA,SERVICIO ELECTORAL,815,1,695.0,0.852760736196319
SERVICIO CIVIL,SUBSECRETARIA DE PREVISION SOCIAL,805,1,792.0,0.9838509316770186
SERVICIO CIVIL,INSTITUTO NACIONAL DE ESTADISTICAS,801,1,772.9999999999999,0.9650436953807738
MINISTERIO DE DESARROLLO SOCIAL,SERVICIO AGRICOLA Y GANADERO,800,1,690.0,0.8625
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SUBSECRETARIA DE JUSTICIA,798,1,738.9999999999999,0.926065162907268
DIRECCION DE PREVISION DE CARABINEROS DE CHILE,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,795,1,734.9999999999999,0.9245283018867924
MINISTERIO DE DESARROLLO SOCIAL,MUNICIPALIDAD DE PENAFLOR,793,1,695.0,0.8764186633039092
MINISTERIO DE SALUD,MUNICIPALIDAD DE COLINA,793,1,681.0,0.8587641866330391
INSTITUTO DE PREVISION SOCIAL,SERVICIO DE SALUD MAULE,790,1,755.0,0.9556962025316456
PODER JUDICIAL,MUNICIPALIDAD DE VALDIVIA,790,1,695.0,0.879746835443038
SUBSECRETARIA DE JUSTICIA,MUNICIPALIDAD DE QUILICURA,789,1,688.0,0.8719898605830165
SUBSECRETARIA GENERAL DE LA PRESIDENCIA,SUBSECRETARIA DE BIENES NACIONALES,788,1,752.0000000000001,0.9543147208121829
FONDO NACIONAL DE SALUD,SUBSECRETARIA DE PREVENCION DEL DELITO,786,1,729.0,0.9274809160305344
ACEPTA.COM S.A.,SUBSECRETARIA DE RELACIONES EXTERIORES,785,1,668.0,0.8509554140127389
CONTRALORIA,SUBSECRETARIA DE BIENES NACIONALES,785,1,668.0,0.8509554140127389
CONTRALORIA GENERAL DE LA REPUBLICA,UNIVERSIDAD DE CHILE,784,1,730.0,0.9311224489795918
SUBSECRETARIA DE EDUCACION,AGENCIA DE CALIDAD DE LA EDUCACION,782,1,715.0,0.9143222506393862
SUBSECRETARIA DE EDUCACION,MINISTERIO DE EDUCACION,780,1,741.0,0.95
PODER JUDICIAL,AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,778,1,758.0,0.974293059125964
COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,CAJA DE PREVISION DE LA DEFENSA NACIONAL,776,1,744.0,0.9587628865979382
SERVICIO DE IMPUESTOS INTERNOS,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,768,1,664.0,0.8645833333333334
TESORERIA GENERAL DE LA REPUBLICA,DIRECCION DE EDUCACION PUBLICA,764,1,678.0,0.887434554973822
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,UNIDAD DE ANALISIS FINANCIERO,762,1,702.0000000000001,0.9212598425196852
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,SERVICIO ELECTORAL,761,1,740.0,0.9724047306176085
SUBSECRETARIA DE TELECOMUNICACIONES,SUBSECRETARIA DE EDUCACION,761,1,713.0000000000001,0.9369250985545337
MINISTERIO DE TRANSPORTE Y TELECOMUNICACIONES,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,759,1,653.0,0.8603425559947299
SERVICIO DE COOPERACION TECNICA,CAJA DE PREVISION DE LA DEFENSA NACIONAL,757,1,750.0,0.9907529722589168
DIRECCION GERENAL DEL CREDITO PRENDARIO,SUBSECRETARIA DE JUSTICIA,756,1,671.0,0.8875661375661376
CERTINET S.A.,SUBSECRETARIA DE REDES ASISTENCIALES,754,1,662.0,0.8779840848806366
SERVICIO DE IMPUESTOS INTERNOS,AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,749,1,726.9999999999999,0.9706275033377836
TESORERIA GENERAL DE LA REPUBLICA,CONTRALORIA GENERAL DE LA REPUBLICA,745,1,652.0,0.8751677852348994
MUNICIPALIDAD DE TEMUCO,SUBSECRETARIA DE TRANSPORTES,744,1,665.0,0.8938172043010753
SECRETARIA DE GOBIERNO DIGITAL,SERVICIO NACIONAL DE CAPACITACION Y EMPLEO,742,1,641.0,0.8638814016172507
FONDO NACIONAL DE SALUD,PARQUE METROPOLITANO DE SANTIAGO,739,1,641.0,0.8673883626522327
PODER JUDICIAL,SERVICIO LOCAL DE EDUCACION PUBLICA DE CHINCHORRO,739,1,642.0,0.8687415426251691
CERTINET S.A.,MINISTERIO PUBLICO,738,1,671.9999999999999,0.9105691056910568
SERVICIO AGRICOLA Y GANADERO,MUNICIPALIDAD DE TORRES DEL PAINE,736,1,630.0,0.8559782608695652
SERVICIO CIVIL,AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,736,1,715.9999999999999,0.9728260869565216
SERVICIO DE SALUD METROPOLITANO ORIENTE,SUBSECRETARIA DE TRANSPORTES,736,1,647.0,0.8790760869565217
INSTITUTO DE DESARROLLO AGROPECUARIO,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,735,1,628.0,0.854421768707483
SERVICIO AGRICOLA Y GANADERO,SUBSECRETARIA DE HACIENDA,735,1,641.0,0.8721088435374149
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,DOCDIGITAL,735,1,645.0,0.8775510204081632
SUBSECRETARIA DE EDUCACION,CORPORACION DE ASISTENCIA JUDICIAL DE LA REGION METROPOLITANA,734,1,696.0000000000001,0.9482288828337876
SUBSECRETARIA DE REDES ASISTENCIALES,MUNICIPALIDAD DE RECOLETA,734,1,624.0,0.8501362397820164
DIRECCION GENERAL DE MOVILIZACION NACIONAL,SUBSECRETARIA DE TRANSPORTES,727,1,640.0,0.8803301237964236
MINISTERIO DE SALUD,CAJA DE PREVISION DE LA DEFENSA NACIONAL,726,1,697.0,0.9600550964187328
SUBSECRETARIA DE JUSTICIA,SUBSECRETARIA DE PREVENCION DEL DELITO,726,1,726.0,1.0
MUNICIPALIDAD DE LAS CONDES,AFP UNO,724,1,641.0,0.8853591160220995
SERVICIO CIVIL,ADMINISTRADORA DE FONDOS DE CESANTIA,720,1,638.0,0.8861111111111111
COMISION ADMINISTRADORA DE SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,SUBSECRETARIA DE EVALUACION SOCIAL,719,1,625.0,0.8692628650904033
MUNICIPALIDAD DE NUNOA,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,718,1,718.0,1.0
SUBSECRETARIA DE EDUCACION,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,715,1,608.0,0.8503496503496504
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",MUNICIPALIDAD DE OSORNO,714,1,658.0,0.9215686274509803
ACEPTA.COM S.A.,MUNICIPALIDAD DE PADRE HURTADO,713,1,640.0,0.8976157082748948
SERVICIO AGRICOLA Y GANADERO,MUNICIPALIDAD DE ANTOFAGASTA,708,1,708.0,1.0
CONTRALORIA GENERAL DE LA REPUBLICA,SUPERINTENDENCIA DE PENSSIONES,705,1,655.0,0.9290780141843972
TESORERIA GENERAL DE LA REPUBLICA,DIRECCION GENERAL DE MOVILIZACION NACIONAL,705,1,689.0,0.9773049645390071
SERVICIO AGRICOLA Y GANADERO,MUNICIPALIDAD DE QUILICURA,703,1,658.9999999999999,0.937411095305832
INSTITUTO DE SALUD PUBLICA DE CHILE,SUBSECRETARIA DE TRANSPORTES,701,1,673.0000000000001,0.9600570613409417
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",FONDO DE SOLIDARIDAD E INVERSION SOCIAL,701,1,617.0,0.8801711840228246
SERVICIO DE IMPUESTOS INTERNOS,UNIDAD DE ANALISIS FINANCIERO,700,1,637.0,0.91
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,E-DIGITAL PKI SPA.,699,1,699.0,1.0
SERVICIO CIVIL,UNIDAD DE ANALISIS FINANCIERO,697,1,663.0,0.9512195121951219
DIRECCION DE PREVISION DE CARABINEROS DE CHILE,CAJA DE PREVISION DE LA DEFENSA NACIONAL,695,1,629.9999999999999,0.9064748201438847
SERVICIO AGRICOLA Y GANADERO,DIRECCION DEL SERVICIO DE SALUD MAGALLANES,693,1,597.0,0.8614718614718615
SUPERINTENDENCIA DE SEGURIDAD SOCIAL,MUNICIPALIDAD DE COLINA,691,1,621.0,0.8986975397973951
MINISTERIO DE DESARROLLO SOCIAL,MUNICIPALIDAD DE PUENTE ALTO,690,1,620.0,0.8985507246376812
SUBSECRETARIA DE TRANSPORTES,FONDO NACIONAL DE SALUD,689,1,599.0,0.8693759071117562
SERVICIO NACIONAL DEL CONSUMIDOR,SUBSECRETARIA DE TELECOMUNICACIONES,687,1,603.0,0.8777292576419214
SECRETARIA DE GOBIERNO DIGITAL,E-CERT CHILE,686,1,621.0000000000001,0.9052478134110788
COMISION PARA EL MERCADO FINANCIERO,SUBSECRETARIA DE SALUD PUBLICA,684,1,658.0,0.9619883040935673
COMISION PARA EL MERCADO FINANCIERO,MUNICIPALIDAD DE QUILICURA,681,1,654.0,0.960352422907489
INSTITUTO DE PREVISION SOCIAL,MUNICIPALIDAD DE PADRE HURTADO,681,1,619.0,0.908957415565345
SUBSECRETARIA DE JUSTICIA,SUBSECRETARIA DE TRANSPORTES,678,1,585.0,0.8628318584070797
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",MUNICIPIOS,676,1,623.0000000000001,0.9215976331360949
ACEPTA.COM S.A.,DIRECCION GENERAL DEL TERRITORIO MARITIMO Y MARINA MERCANTE,673,1,581.0,0.8632986627043091
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,SUBSECRETARIA DE SALUD PUBLICA,672,1,629.0,0.9360119047619048
SUBSECRETARIA DEL TRABAJO,AGENCIA NACIONAL DE CIBERSEGURIDAD,672,1,580.0,0.8630952380952381
DIRECCION GERENAL DEL CREDITO PRENDARIO,FONDO NACIONAL DE SALUD,669,1,580.0,0.866965620328849
SERVICIO NACIONAL DE LA DISCAPACIDAD,SUBSECRETARIA DE VIVIENDA Y URBANISMO,669,1,599.0,0.8953662182361734
SUBSECRETARIA DE TELECOMUNICACIONES,CONTRALORIA GENERAL DE LA REPUBLICA,666,1,640.0,0.960960960960961
FONDO NACIONAL DE SALUD,DIRECCION GENERAL DE MOVILIZACION NACIONAL,665,1,590.0,0.8872180451127819
ACEPTA.COM S.A.,TRIBUNAL CONSTITUCIONAL DE CHILE,662,1,597.0000000000001,0.9018126888217525
SERVICIO CIVIL,MUNICIPALIDAD DE VALDIVIA,662,1,582.0,0.879154078549849
SERVICIO CIVIL,SERVICIO ELECTORAL,660,1,617.0,0.9348484848484848
SUBSECRETARIA DEL TRABAJO,DIRECCION DE EDUCACION PUBLICA,660,1,580.0,0.8787878787878788
MINISTERIO DE EDUCACION,SERVICIO LOCAL DE EDUCACION PUBLICA DE CHINCHORRO,657,1,609.0,0.9269406392694064
MUNICIPALIDAD DE SANTIAGO,SUBSECRETARIA DE EVALUACION SOCIAL,657,1,578.0,0.8797564687975646
SUBSECRETARIA DE TELECOMUNICACIONES,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,657,1,612.0,0.9315068493150684
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,ILUSTRE MUNICIPALIDAD DE PENALOLEN,656,1,624.0,0.9512195121951219
DIRECCION GERENAL DEL CREDITO PRENDARIO,SUBSECRETARIA DE TRANSPORTES,655,1,604.0000000000001,0.9221374045801528
SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,654,1,569.0,0.8700305810397554
